,timestamp,gyroYaw,gyroPitch,gyroRoll,accelX,accelY,accelZ,isFallen,willFall_dt,willFall
185,1688902131487622,-0.068177,-0.266316,-0.100135,1.858535,1.599873,-9.225616,0,91601637,2
186,1688902131499823,0.001598,-0.347543,-0.010386,1.858535,1.599873,-9.225616,0,91589436,2
187,1688902131511848,0.001598,-0.347543,-0.010386,1.398691,1.504072,-9.848321,0,91577411,2
188,1688902131523874,0.077232,-0.320645,0.105994,1.398691,1.504072,-9.848321,0,91565385,2
189,1688902131535767,0.077232,-0.320645,0.105994,1.101709,0.689766,-9.235196,0,91553492,2
190,1688902131547723,0.067911,-0.358728,0.164583,1.101709,0.689766,-9.235196,0,91541536,2
191,1688902131559733,0.067911,-0.358728,0.164583,0.833467,-0.316143,-10.039923,0,91529526,2
192,1688902131572045,-0.079362,-0.502539,0.276436,0.833467,-0.316143,-10.039923,0,91517214,2
193,1688902131583879,-0.079362,-0.502539,0.276436,1.063389,-0.593965,-9.924961,0,91505380,2
194,1688902131595984,0.006392,-0.63543,0.234624,1.063389,-0.593965,-9.924961,0,91493275,2
195,1688902131607969,0.006392,-0.63543,0.234624,1.16877,-0.996328,-9.532178,0,91481290,2
196,1688902131620006,0.229831,-0.556601,0.010386,1.16877,-0.996328,-9.532178,0,91469253,2
197,1688902131631945,0.229831,-0.556601,0.010386,0.584385,-1.686094,-9.886642,0,91457314,2
198,1688902131643861,0.115581,-0.328368,-0.034355,0.584385,-1.686094,-9.886642,0,91445398,2
199,1688902131655893,0.115581,-0.328368,-0.034355,-0.00958,-0.402363,-9.311836,0,91433366,2
200,1688902131667846,-0.056459,-0.147273,0.002929,-0.00958,-0.402363,-9.311836,0,91421413,2
201,1688902131679879,-0.056459,-0.147273,0.002929,-0.670605,0.182021,-9.474698,0,91409380,2
202,1688902131692076,0.0506,-0.100934,-0.152066,-0.670605,0.182021,-9.474698,0,91397183,2
203,1688902131703940,0.0506,-0.100934,-0.152066,0.364043,-0.392783,-10.087823,0,91385319,2
204,1688902131715882,0.014914,-0.041279,-0.127033,0.364043,-0.392783,-10.087823,0,91373377,2
205,1688902131728087,0.014914,-0.041279,-0.127033,0.517324,1.322051,-9.436378,0,91361172,2
206,1688902131739986,-0.132093,0.037551,0.043143,0.517324,1.322051,-9.436378,0,91349273,2
207,1688902131752170,-0.132093,0.037551,0.043143,-0.747246,0.996328,-10.135723,0,91337089,2
208,1688902131764107,0.03329,-0.022637,-0.076699,-0.747246,0.996328,-10.135723,0,91325152,2
209,1688902131776060,0.03329,-0.022637,-0.076699,7.721543,0.249082,-9.618399,0,91313199,2
210,1688902131788136,0.086553,0.137153,0.080161,7.721543,0.249082,-9.618399,0,91301123,2
211,1688902131800009,0.086553,0.137153,0.080161,-0.316143,0.134121,-7.817344,0,91289250,2
212,1688902131812044,-0.101999,0.196808,0.146474,-0.316143,0.134121,-7.817344,0,91277215,2
213,1688902131824204,-0.101999,0.196808,0.146474,-2.49082,-0.708926,-10.95961,0,91265055,2
214,1688902131836100,-0.123038,-0.034088,-0.001598,-2.49082,-0.708926,-10.95961,0,91253159,2
215,1688902131848087,-0.123038,-0.034088,-0.001598,0.0,-0.335303,-8.938213,0,91241172,2
216,1688902131860311,0.057524,-0.061253,-0.074036,0.0,-0.335303,-8.938213,0,91228948,2
217,1688902131872198,0.057524,-0.061253,-0.074036,0.737666,-0.785566,-9.77168,0,91217061,2
218,1688902131884355,-0.011452,0.07377,-0.047404,0.737666,-0.785566,-9.77168,0,91204904,2
219,1688902131896237,-0.011452,0.07377,-0.047404,0.114961,1.379531,-9.417217,0,91193022,2
220,1688902131908253,-0.028496,0.29348,-0.063117,0.114961,1.379531,-9.417217,0,91181006,2
221,1688902131920228,-0.028496,0.29348,-0.063117,-0.191602,0.766406,-9.64714,0,91169031,2
222,1688902131932211,0.19228,0.414388,-0.139017,-0.191602,0.766406,-9.64714,0,91157048,2
223,1688902131944270,0.19228,0.414388,-0.139017,0.0,0.421523,-9.503438,0,91144989,2
224,1688902131956404,0.073503,0.423975,0.049535,0.0,0.421523,-9.503438,0,91132855,2
225,1688902131968221,0.073503,0.423975,0.049535,0.344883,1.18793,-9.81958,0,91121038,2
226,1688902131980255,-0.129696,0.368049,0.149137,0.344883,1.18793,-9.81958,0,91109004,2
227,1688902131992320,-0.129696,0.368049,0.149137,1.772315,0.613125,-9.867481,0,91096939,2
228,1688902132004211,-0.047937,0.427171,0.022371,1.772315,0.613125,-9.867481,0,91085048,2
229,1688902132016227,-0.047937,0.427171,0.022371,1.072969,-0.613125,-9.273516,0,91073032,2
230,1688902132028290,0.023968,0.644485,-0.049801,1.072969,-0.613125,-9.273516,0,91060969,2
231,1688902132040349,0.023968,0.644485,-0.049801,0.737666,-1.159189,-10.097403,0,91048910,2
232,1688902132052409,-0.023702,0.592553,0.113184,0.737666,-1.159189,-10.097403,0,91036850,2
233,1688902132064317,-0.023702,0.592553,0.113184,1.705254,-0.162861,-9.053174,0,91024942,2
234,1688902132076304,-0.168578,0.457797,0.033556,1.705254,-0.162861,-9.053174,0,91012955,2
235,1688902132088391,-0.168578,0.457797,0.033556,2.059717,-0.938848,-10.250684,0,91000868,2
236,1688902132100462,-0.062052,0.442351,-0.139283,2.059717,-0.938848,-10.250684,0,90988797,2
237,1688902132112427,-0.062052,0.442351,-0.139283,2.260899,0.325723,-9.091495,0,90976832,2
238,1688902132124407,-0.025034,0.491353,-0.057791,2.260899,0.325723,-9.091495,0,90964852,2
239,1688902132136481,-0.025034,0.491353,-0.057791,1.513652,1.23583,-9.656719,0,90952778,2
240,1688902132148400,-0.031958,0.482831,-0.101466,1.513652,1.23583,-9.656719,0,90940859,2
241,1688902132160562,-0.031958,0.482831,-0.101466,2.41418,0.900527,-9.934542,0,90928697,2
242,1688902132172484,0.134223,0.453536,-0.14461,2.41418,0.900527,-9.934542,0,90916775,2
243,1688902132184654,0.134223,0.453536,-0.14461,2.318379,1.063389,-9.101074,0,90904605,2
244,1688902132196532,0.093477,0.502539,0.016245,2.318379,1.063389,-9.101074,0,90892727,2
245,1688902132208497,0.093477,0.502539,0.016245,2.011817,0.383203,-9.877061,0,90880762,2
246,1688902132220625,-0.176301,0.513724,0.073503,2.011817,0.383203,-9.877061,0,90868634,2
247,1688902132232702,-0.176301,0.513724,0.073503,2.078877,0.03832,-9.924961,0,90856557,2
248,1688902132244672,-0.12144,0.343015,0.062318,2.078877,0.03832,-9.924961,0,90844587,2
249,1688902132256574,-0.12144,0.343015,0.062318,2.893184,0.0,-9.378897,0,90832685,2
250,1688902132268577,0.099869,0.225303,0.052731,2.893184,0.0,-9.378897,0,90820682,2
251,1688902132280612,0.099869,0.225303,0.052731,2.806963,0.124541,-9.618399,0,90808647,2
252,1688902132292483,0.087618,0.14168,0.007723,2.806963,0.124541,-9.618399,0,90796776,2
253,1688902132304760,0.087618,0.14168,0.007723,3.171006,-0.153281,-9.465117,0,90784499,2
254,1688902132316923,-0.038882,0.05859,0.015446,3.171006,-0.153281,-9.465117,0,90772336,2
255,1688902132328868,-0.038882,0.05859,0.015446,2.567461,-0.143701,-9.551338,0,90760391,2
256,1688902132340926,-0.037551,-0.007723,0.031692,2.567461,-0.143701,-9.551338,0,90748333,2
257,1688902132352822,-0.037551,-0.007723,0.031692,2.44292,-0.095801,-9.580078,0,90736437,2
258,1688902132364804,0.002131,-0.108124,-0.021572,2.44292,-0.095801,-9.580078,0,90724455,2
259,1688902132376924,0.002131,-0.108124,-0.021572,2.605781,0.03832,-9.618399,0,90712335,2
260,1688902132388893,0.02823,-0.166448,-0.051399,2.605781,0.03832,-9.618399,0,90700366,2
261,1688902132400864,0.02823,-0.166448,-0.051399,2.43334,0.402363,-9.627979,0,90688395,2
262,1688902132412866,0.000799,-0.182427,-0.017843,2.43334,0.402363,-9.627979,0,90676393,2
263,1688902132424971,0.000799,-0.182427,-0.017843,2.030977,0.392783,-9.493857,0,90664288,2
264,1688902132437021,-0.036219,-0.209324,-0.014647,2.030977,0.392783,-9.493857,0,90652238,2
265,1688902132448951,-0.036219,-0.209324,-0.014647,1.695674,0.287402,-9.675879,0,90640308,2
266,1688902132461029,-0.000533,-0.274838,-0.016245,1.695674,0.287402,-9.675879,0,90628230,2
267,1688902132473027,-0.000533,-0.274838,-0.016245,1.647774,0.306563,-9.666299,0,90616232,2
268,1688902132484977,0.051665,-0.354733,0.002929,1.647774,0.306563,-9.666299,0,90604282,2
269,1688902132496863,0.051665,-0.354733,0.002929,2.011817,0.316143,-9.618399,0,90592396,2
270,1688902132508994,0.041545,-0.377903,0.014914,2.011817,0.316143,-9.618399,0,90580265,2
271,1688902132521025,0.041545,-0.377903,0.014914,1.781895,0.05748,-9.503438,0,90568234,2
272,1688902132533011,-0.004527,-0.290817,0.018642,1.781895,0.05748,-9.503438,0,90556248,2
273,1688902132545157,-0.004527,-0.290817,0.018642,1.475332,0.172441,-9.72378,0,90544102,2
274,1688902132557074,-0.007989,-0.213852,0.015446,1.475332,0.172441,-9.72378,0,90532185,2
275,1688902132568960,-0.007989,-0.213852,0.015446,1.551973,-0.00958,-9.75252,0,90520299,2
276,1688902132580986,0.009854,-0.20746,0.006924,1.551973,-0.00958,-9.75252,0,90508273,2
277,1688902132593339,0.009854,-0.20746,0.006924,1.542393,0.114961,-9.704619,0,90495920,2
